,date,location,disturbance,census,An_ait,An_bar,An_van,An_sp,An_bal,An_koc,An_lat,An_maca,An_macu,An_tes,An_wat,Arm_ju,Arm_fl,Coq_cr,Cx_Cul1,Cx_pap,Cx_sca,Cx_gel,Cx_mim,Cx_qui,Cx_sit,Cx_vis,Cx_Lop,Cx_bit,Do_gan,He_sci,Ma_ann,Or_sp,Pr_ost,Stg_al,Ae_orb,Arm_co,Arm_sp,Col_pse,Ph_pro,Stg_sp,Ve_sp,plot,second_order,agb,forestquality,plt_sub_cen
68,2013-04-03,D_639,Twice,c1,0,0,0.0,4,13,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,639,1.642251314496,Poor,D_639_c1
69,2013-08-03,D_635,Twice,c1,0,0,0.0,0,36,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,635,4.04501273856,Poor,D_635_c1
70,2013-09-03,D_635,Twice,c1,0,0,0.0,0,45,0.0,0,2,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,635,4.04501273856,Poor,D_635_c1
71,2013-11-03,D_635,Twice,c1,0,0,0.0,2,24,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,635,4.04501273856,Poor,D_635_c1
72,2013-12-03,D_631,Twice,c1,0,0,0.0,0,13,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,631,0.7917854150399999,Poor,D_631_c1
73,2013-03-13,D_631,Twice,c1,0,0,0.0,0,66,0.0,1,7,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,631,0.7917854150399999,Poor,D_631_c1
74,2013-03-26,OG2_728,Primary,c1,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OG2,728,35.092098898559996,Very good,OG2_728_c1
75,2013-03-27,OG2_728,Primary,c1,0,0,0.0,0,3,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OG2,728,35.092098898559996,Very good,OG2_728_c1
76,2013-03-28,OG2_728,Primary,c1,1,0,0.0,0,2,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OG2,728,35.092098898559996,Very good,OG2_728_c1
77,2013-03-29,OG2_727,Primary,c1,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OG2,727,23.456774568320004,Very good,OG2_727_c1
78,2013-01-04,OG3_733,Primary,c1,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OG3,733,18.55140849536,Okay,OG3_733_c1
79,2013-02-04,OG3_733,Primary,c1,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OG3,733,18.55140849536,Okay,OG3_733_c1
80,2013-03-04,OG3_733,Primary,c1,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OG3,733,18.55140849536,Okay,OG3_733_c1
81,2013-06-04,OP2_748,Oil Palm,c1,0,0,0.0,0,2,0.0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OP2,748,0.3214468,OP,OP2_748_c1
82,2013-09-04,D_631,Twice,c1,1,0,0.0,0,37,0.0,0,0,5,0.0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,631,0.7917854150399999,Poor,D_631_c1
83,2013-10-04,E_659,Twice,c1,3,0,0.0,0,18,0.0,6,3,0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,659,6.937361814752,Good,E_659_c1
84,2014-08-04,E_652,Twice,c2,3,0,0.0,2,23,0.0,0,0,2,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,652,0.00745925248,Very poor,E_652_c2
85,2014-08-04,E_652,Twice,c2,0,0,0.0,0,8,0.0,0,0,0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,652,0.00745925248,Very poor,E_652_c2
86,2014-10-04,E_652,Twice,c2,0,0,0.0,0,7,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,652,0.00745925248,Very poor,E_652_c2
87,2014-10-04,E_652,Twice,c2,0,0,0.0,0,1,0.0,0,0,0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,652,0.00745925248,Very poor,E_652_c2
88,2014-12-04,E_652,Twice,c2,0,0,0.0,0,34,0.0,0,0,1,0.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,652,0.00745925248,Very poor,E_652_c2
89,2014-12-04,E_652,Twice,c2,0,0,0.0,1,44,0.0,0,0,1,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,652,0.00745925248,Very poor,E_652_c2
90,2014-04-21,E_650,Twice,c2,0,0,0.0,0,1,0.0,0,0,0,0.0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,650,2.3812928953599997,Okay,E_650_c2
91,2014-04-21,E_650,Twice,c2,0,0,0.0,0,6,0.0,0,0,1,0.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,650,2.3812928953599997,Okay,E_650_c2
92,2014-04-22,E_650,Twice,c2,0,0,0.0,0,2,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,650,2.3812928953599997,Okay,E_650_c2
93,2014-04-22,E_650,Twice,c2,0,0,0.0,0,0,0.0,0,0,0,0.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,E,650,2.3812928953599997,Okay,E_650_c2
94,2014-04-23,E_650,Twice,c2,0,1,0.0,0,3,0.0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,650,2.3812928953599997,Okay,E_650_c2
95,2014-04-23,E_650,Twice,c2,0,0,0.0,0,3,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,650,2.3812928953599997,Okay,E_650_c2
96,2014-04-24,E_650,Twice,c2,0,0,0.0,0,4,0.0,0,0,1,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,650,2.3812928953599997,Okay,E_650_c2
97,2014-04-24,E_650,Twice,c2,0,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,650,2.3812928953599997,Okay,E_650_c2
98,2014-07-05,VJR_768,VJR,c2,1,0,0.0,0,10,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,VJR,768,15.262123123199999,Okay,VJR_768_c2
99,2014-07-05,VJR_768,VJR,c2,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,768,15.262123123199999,Okay,VJR_768_c2
100,2014-08-05,VJR_768,VJR,c2,2,0,0.0,0,6,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,768,15.262123123199999,Okay,VJR_768_c2
101,2014-08-05,VJR_768,VJR,c2,0,0,0.0,0,3,0.0,0,0,0,0.0,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,768,15.262123123199999,Okay,VJR_768_c2
102,2014-09-05,E_659,Twice,c2,1,0,0.0,0,47,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,E,659,6.937361814752,Good,E_659_c2
103,2014-09-05,E_659,Twice,c2,0,0,0.0,1,7,0.0,0,0,0,0.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,659,6.937361814752,Good,E_659_c2
104,2014-10-05,E_659,Twice,c2,7,0,0.0,0,42,0.0,0,1,1,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,1,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,E,659,6.937361814752,Good,E_659_c2
105,2014-10-05,E_659,Twice,c2,0,0,0.0,0,4,0.0,0,0,1,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,E,659,6.937361814752,Good,E_659_c2
106,2014-05-14,E_652,Twice,c2,0,0,0.0,5,44,0.0,0,2,0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,652,0.00745925248,Very poor,E_652_c2
107,2014-05-14,E_652,Twice,c2,0,0,0.0,1,20,0.0,0,0,1,0.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,652,0.00745925248,Very poor,E_652_c2
108,2014-05-17,E_650,Twice,c2,1,0,0.0,0,5,0.0,0,0,1,0.0,2,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,E,650,2.3812928953599997,Okay,E_650_c2
109,2014-05-17,E_650,Twice,c2,0,0,0.0,0,5,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,650,2.3812928953599997,Okay,E_650_c2
110,2014-05-19,E_652,Twice,c2,0,0,0.0,1,21,0.0,0,0,1,0.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,652,0.00745925248,Very poor,E_652_c2
111,2014-05-19,E_652,Twice,c2,0,0,0.0,0,2,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,652,0.00745925248,Very poor,E_652_c2
112,2014-05-27,VJR_768,VJR,c2,0,0,0.0,0,5,0.0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,768,15.262123123199999,Okay,VJR_768_c2
113,2014-05-27,VJR_768,VJR,c2,0,0,0.0,0,2,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,768,15.262123123199999,Okay,VJR_768_c2
114,2014-05-29,VJR_768,VJR,c2,0,0,0.0,0,2,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,768,15.262123123199999,Okay,VJR_768_c2
115,2014-05-29,VJR_768,VJR,c2,0,0,0.0,0,3,0.0,0,1,1,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,768,15.262123123199999,Okay,VJR_768_c2
116,2014-05-30,E_659,Twice,c2,1,2,0.0,2,37,0.0,0,6,5,0.0,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,E,659,6.937361814752,Good,E_659_c2
117,2014-05-30,E_659,Twice,c2,0,0,0.0,0,17,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,659,6.937361814752,Good,E_659_c2
118,2014-05-31,E_659,Twice,c2,3,0,0.0,0,9,0.0,0,1,0,0.0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E,659,6.937361814752,Good,E_659_c2
119,2014-05-31,E_659,Twice,c2,0,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,659,6.937361814752,Good,E_659_c2
120,2014-01-06,E_659,Twice,c2,2,0,0.0,0,17,0.0,0,6,0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,659,6.937361814752,Good,E_659_c2
121,2014-01-06,E_659,Twice,c2,0,0,0.0,0,11,0.0,1,5,0,0.0,1,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,E,659,6.937361814752,Good,E_659_c2
122,2014-06-30,VJR_769,VJR,c2,1,0,0.0,0,6,0.0,1,0,0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,769,5.93591858304,Okay,VJR_769_c2
123,2014-06-30,VJR_769,VJR,c2,0,0,0.0,0,3,0.0,2,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,769,5.93591858304,Okay,VJR_769_c2
124,2014-01-07,VJR_769,VJR,c2,0,0,0.0,0,12,0.0,0,2,0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,769,5.93591858304,Okay,VJR_769_c2
125,2014-01-07,VJR_769,VJR,c2,0,0,0.0,0,8,0.0,0,2,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,769,5.93591858304,Okay,VJR_769_c2
126,2014-02-07,VJR_769,VJR,c2,0,1,0.0,0,22,0.0,0,7,2,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,769,5.93591858304,Okay,VJR_769_c2
127,2014-02-07,VJR_769,VJR,c2,0,0,0.0,0,1,0.0,2,0,1,0.0,2,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,769,5.93591858304,Okay,VJR_769_c2
128,2014-03-07,VJR_769,VJR,c2,0,0,0.0,0,14,0.0,0,0,2,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,769,5.93591858304,Okay,VJR_769_c2
129,2014-03-07,VJR_769,VJR,c2,0,0,0.0,0,1,0.0,1,0,0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,769,5.93591858304,Okay,VJR_769_c2
130,2014-04-07,VJR_765,VJR,c2,6,0,0.0,1,4,0.0,0,0,3,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,VJR,765,17.2125980928,Good,VJR_765_c2
131,2014-04-07,VJR_765,VJR,c2,0,0,0.0,0,1,0.0,0,0,0,0.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,765,17.2125980928,Good,VJR_765_c2
132,2014-05-07,VJR_765,VJR,c2,3,0,0.0,0,2,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,VJR,765,17.2125980928,Good,VJR_765_c2
133,2014-05-07,VJR_765,VJR,c2,0,0,0.0,0,0,0.0,0,1,0,0.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,765,17.2125980928,Good,VJR_765_c2
134,2014-06-07,VJR_765,VJR,c2,6,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,VJR,765,17.2125980928,Good,VJR_765_c2
135,2014-06-07,VJR_765,VJR,c2,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,765,17.2125980928,Good,VJR_765_c2
136,2014-07-07,VJR_765,VJR,c2,2,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,765,17.2125980928,Good,VJR_765_c2
137,2014-07-07,VJR_765,VJR,c2,0,0,0.0,0,1,0.0,0,0,0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VJR,765,17.2125980928,Good,VJR_765_c2
